ID,Name,IP,HR,BB,K,HR/9,BB/9,K/9
14084,Herman Takens,30.1,4,19,19,1.2,5.6,5.6
14602,Ubadah bin Khaldun,30.0,4,7,18,1.2,2.1,5.4
15013,Ian Martin,30.0,5,16,18,1.5,4.8,5.4
16079,Morgan O'Neill,30.0,2,23,25,0.6,6.9,7.5
13524,Danny Medellin,29.2,4,15,22,1.2,4.6,6.7
14319,Bruno Yamamoto,29.1,4,15,12,1.2,4.6,3.7
14630,Vic Tibbles,28.2,1,22,20,0.3,6.9,6.3
14332,Ratko Radosavijevic,28.1,1,11,19,0.3,3.5,6.0
16207,Dante Vercesi,28.1,2,9,14,0.6,2.9,4.4
13763,David Flores,28.0,2,7,24,0.6,2.2,7.7
13762,Naomichi Yamada,28.0,2,4,25,0.6,1.3,8.0
15027,Abdul-Qahhar Imad al Din,27.2,2,11,15,0.7,3.6,4.9
14946,Ernesto Sacco,27.2,2,9,14,0.7,2.9,4.6
15315,Pieroantonio Baronti,27.1,4,10,19,1.3,3.3,6.3
15097,Nikola Ralevic,27.1,1,14,14,0.3,4.6,4.6
15481,Faruq Asadel,27.0,2,17,11,0.7,5.7,3.7
13578,Martin Brulhart,27.0,7,13,21,2.3,4.3,7.0
14493,Jerry Medina,27.0,7,10,15,2.3,3.3,5.0
15098,Gus Tippett,27.0,1,10,20,0.3,3.3,6.7
16209,Ijsbrand van den Broek,27.0,3,8,18,1.0,2.7,6.0
14748,Otte van Ingen,27.0,0,8,14,0.0,2.7,4.7
13971,Efrain Ramirez,26.2,4,7,21,1.3,2.4,7.1
14546,Oscar Attard,26.1,3,17,16,1.0,5.8,5.5
14582,Kieron Whalley,26.1,2,6,10,0.7,2.1,3.4
14839,Luther Street,26.0,2,11,23,0.7,3.8,8.0
14472,Laurente Dorso,25.2,1,10,16,0.4,3.5,5.6
14807,Damian Dowling,25.2,2,5,20,0.7,1.8,7.0
14037,Jesus Flores,25.2,2,15,23,0.7,5.3,8.1
15525,Omar Vasquez,25.2,1,13,14,0.4,4.6,4.9
14908,Rudjer Djurdjuvic,25.1,2,17,26,0.7,6.0,9.2
15657,Abdel Shafiq,25.0,0,5,20,0.0,1.8,7.2
13320,Jafar Hanif,24.2,4,6,16,1.5,2.2,5.8
14780,Ljuba Karadzic,24.1,4,17,19,1.5,6.3,7.0
13946,Josef Norder,24.1,3,12,14,1.1,4.4,5.2
17273,Bill Hernandez,24.0,1,6,15,0.4,2.2,5.6
15080,John Atkinson,23.2,2,12,15,0.8,4.6,5.7
14309,George Jackson,23.2,0,2,17,0.0,0.8,6.5
14297,Hee-ho Kim,23.1,1,11,13,0.4,4.2,5.0
15936,Carlos Ramirez,23.1,0,9,15,0.0,3.5,5.8
16214,Matt Winter,23.0,4,9,21,1.6,3.5,8.2
14796,Gertrudes Cruz,22.0,0,17,14,0.0,7.0,5.7
14238,Joey Foster,22.0,1,8,14,0.4,3.3,5.7
13879,Jafar Humam,22.0,3,2,16,1.2,0.8,6.5
15246,Rade Mandaric,22.0,4,7,13,1.6,2.9,5.3
14079,Safwan Fawwaz,21.2,1,3,8,0.4,1.2,3.3
15269,Arwarh Fatin,21.1,2,15,6,0.8,6.3,2.5
13886,Marcel Mazzolani,21.1,2,7,19,0.8,3.0,8.0
14916,Hayden Pringle,21.1,2,6,8,0.8,2.5,3.4
14469,Taro Yoshioka,21.1,4,11,20,1.7,4.6,8.4
15532,Kinya Morita,21.0,4,5,10,1.7,2.1,4.3
15092,Walter Howell,20.2,0,9,7,0.0,3.9,3.0
15061,Arend Struik,20.2,1,8,3,0.4,3.5,1.3
13847,Yeong-sam Lee,19.2,2,10,13,0.9,4.6,5.9
13369,Tom Pelley,19.0,1,5,11,0.5,2.4,5.2
15274,Sung-min Kim,18.0,3,10,10,1.5,5.0,5.0
13898,Shafeeq bin Rafi,17.2,3,8,10,1.5,4.1,5.1
13364,Ray Deckers,17.0,0,7,14,0.0,3.7,7.4
14169,Hussein Dharr,17.0,3,2,15,1.6,1.1,7.9
14483,Desidério Gondar,17.0,2,11,9,1.1,5.8,4.8
14371,Juan Morales,16.2,2,5,13,1.1,2.7,7.0
14383,Anthony Oliver,16.2,0,13,5,0.0,7.0,2.7
