ID,Name,IP,HR,BB,K,HR/9,BB/9,K/9
12364,SAMUEL KING,145.1,9,51,104,0.6,3.2,6.4
13013,HALEWIJN VAN GINKEL,143.2,13,46,88,0.8,2.9,5.5
12458,Ersilio Maffi,140.1,15,70,108,1.0,4.5,6.9
12232,Ian Boyle,139.1,19,64,66,1.2,4.1,4.3
14825,Min-jun Lee,139.1,15,35,96,1.0,2.3,6.2
11560,EDWARD MCDONNELL,139.1,8,38,101,0.5,2.5,6.5
14394,Marcus Konings,137.0,16,55,82,1.1,3.6,5.4
13921,Foppe Rutte,137.0,11,42,96,0.7,2.8,6.3
14297,Hee-ho Kim,132.1,15,89,85,1.0,6.1,5.8
15007,Vaclav Hoving,131.2,13,47,85,0.9,3.2,5.8
13860,Jose Licon,130.2,12,48,82,0.8,3.3,5.6
13904,Mick Adams,130.1,15,47,86,1.0,3.2,5.9
15771,Alex Padilla,129.1,14,56,91,1.0,3.9,6.3
12571,Juan Maya,127.0,15,54,91,1.1,3.8,6.4
12942,HYUN-WOO KIM,125.2,10,33,78,0.7,2.4,5.6
12079,Takeo Nakano,123.2,17,48,90,1.2,3.5,6.5
11806,Seong-ho Kim,123.0,13,41,85,1.0,3.0,6.2
14636,Richard Mueller,123.0,11,26,69,0.8,1.9,5.0
12450,JUSTIN MANEILLI,122.0,12,51,103,0.9,3.8,7.6
13596,Mark Hutton,120.1,9,31,71,0.7,2.3,5.3
14426,Gavin Jenkins,116.1,24,53,63,1.9,4.1,4.9
12429,BRANDON SASLOVE,116.0,7,35,79,0.5,2.7,6.1
12403,BENNY WRIGHT,115.2,10,34,68,0.8,2.6,5.3
13945,Simone Pastaneira,112.2,16,50,67,1.3,4.0,5.4
13784,MIKE VERHAPPEN,112.2,7,39,71,0.6,3.1,5.7
10962,VICTOR LENZY,112.0,12,42,94,1.0,3.4,7.6
14182,Israel Franco,111.2,17,50,66,1.4,4.0,5.3
13157,Daniel Alvarado,111.0,12,53,62,1.0,4.3,5.0
